date,snowfall_cm,wind_speed_mps,temperature_c,holiday,rainfall_mm,event_local_flag,typhoon_alert_flag,mobility_inflow_index,tourist_inflow_count,lodging_occupancy_ratio,rail_ridership,temple_shrine_visits,onsen_visitors_count,beach_crowd_index,y
2023-10-29,0.0,3.7,29.1,holiday,2.0,0.0,0,0.609,0.489,0.686,0.042,0.585,0.37,0.6,0
2023-10-30,0.7,3.1,29.0,weekday,1.0,0.0,0,0.522,0.139,0.097,0.728,0.047,0.03,0.454,0
2023-10-31,0.0,6.2,29.2,weekday,4.7,0.0,0,0.345,0.274,0.09,0.547,0.058,0.0,0.316,0
2023-11-01,0.6,7.4,28.9,weekday,4.7,,0,0.379,0.065,0.107,0.716,0.076,0.0,0.273,0
2023-11-02,0.5,5.7,27.2,weekday,3.2,0.0,0,0.328,0.123,0.094,0.696,0.059,0.034,0.337,0
2023-11-03,0.3,4.6,28.0,weekday,5.5,1.0,0,0.474,0.378,0.246,0.657,0.336,0.0,0.26,0
2023-11-04,0.0,2.8,28.8,holiday,6.4,0.0,0,0.71,0.526,0.513,0.046,0.5,0.401,0.449,0
2023-11-05,1.2,6.2,28.5,holiday,2.7,0.0,0,0.611,0.465,0.621,0.041,0.593,0.301,0.561,0
2023-11-06,4.1,4.9,29.0,weekday,1.4,0.0,0,0.493,0.11,0.083,0.677,0.043,0.003,0.359,0
2023-11-07,0.0,5.2,27.3,weekday,2.0,0.0,0,0.586,0.146,0.048,0.727,0.162,0.0,0.271,0
2023-11-08,0.0,6.5,29.0,weekday,4.3,,0,0.449,0.0,0.0,0.638,0.0,0.0,0.364,0
2023-11-09,0.0,4.0,27.9,weekday,8.4,0.0,0,0.448,0.075,0.107,,0.134,0.096,0.212,0
2023-11-10,0.0,7.0,27.7,weekday,3.5,1.0,0,,0.259,0.344,0.568,0.284,0.0,0.216,0
2023-11-11,0.0,3.6,28.7,holiday,4.9,0.0,0,0.771,,0.609,0.139,0.605,0.387,0.506,0
2023-11-12,0.2,4.9,29.4,holiday,2.0,0.0,0,0.688,0.551,0.578,0.081,0.632,0.328,0.537,0
2023-11-13,0.1,6.2,28.7,weekday,5.7,0.0,0,0.339,0.06,0.064,0.638,0.163,0.0,0.479,0
2023-11-14,0.0,5.0,27.7,weekday,2.9,0.0,0,0.341,0.332,0.131,0.755,0.049,0.0,0.259,0
2023-11-15,0.0,4.9,28.3,weekday,2.9,1.0,0,0.437,0.431,,0.667,0.308,0.0,0.189,0
2023-11-16,0.0,3.0,28.4,weekday,3.4,0.0,0,0.476,0.155,0.05,0.671,0.03,0.0,0.28,0
2023-11-17,0.0,4.1,29.6,weekday,1.2,1.0,0,0.367,0.446,0.224,0.619,0.323,0.043,0.29,0
2023-11-18,0.0,5.5,28.9,holiday,3.1,0.0,0,0.583,0.546,0.597,0.106,0.625,0.372,0.584,0
2023-11-19,0.0,5.2,28.1,holiday,2.9,0.0,0,0.733,0.408,0.609,,0.537,0.384,0.58,0
2023-11-20,0.0,2.5,27.6,weekday,6.2,0.0,0,0.262,0.212,0.016,0.763,0.05,0.042,0.243,0
2023-11-21,0.0,6.0,27.9,weekday,0.9,0.0,0,0.245,0.072,0.0,0.579,0.111,0.0,0.36,0
2023-11-22,0.0,4.9,28.6,weekday,3.1,0.0,0,0.409,0.247,0.079,0.704,0.11,0.033,0.211,0
2023-11-23,0.0,5.3,26.5,weekday,2.6,1.0,0,0.366,0.294,0.284,0.69,0.339,,,0
2023-11-24,1.1,5.4,28.7,weekday,2.7,0.0,0,0.309,0.069,0.0,0.638,0.098,0.0,0.21,0
2023-11-25,2.2,6.6,28.5,holiday,5.1,0.0,0,0.668,0.588,0.672,0.15,0.592,0.388,0.445,0
2023-11-26,2.0,8.2,28.0,holiday,4.7,0.0,0,0.833,0.524,0.616,,0.592,0.374,0.375,1
2023-11-27,0.0,6.6,26.5,weekday,3.3,0.0,0,0.365,0.114,0.113,0.711,0.098,0.0,0.222,0
2023-11-28,1.2,5.3,26.3,weekday,0.7,,0,0.361,0.292,0.214,0.536,0.292,0.0,0.394,0
2023-11-29,0.0,6.2,29.5,weekday,2.9,0.0,0,0.243,0.229,0.034,0.624,,0.029,0.194,0
2023-11-30,0.0,3.6,27.5,weekday,4.1,0.0,0,0.445,0.283,0.091,0.692,0.112,0.0,0.272,0
2023-12-01,5.7,5.9,27.9,holiday,0.0,0.0,0,0.543,0.242,0.274,0.108,0.322,0.165,0.467,0
2023-12-02,6.2,7.8,28.3,holiday,0.0,0.0,0,0.823,0.462,0.67,0.136,0.641,0.363,,0
2023-12-03,10.4,6.2,26.9,holiday,0.0,0.0,0,0.624,,0.708,0.177,0.578,0.366,0.445,1
2023-12-04,10.2,4.8,26.3,holiday,0.3,0.0,0,0.666,0.33,0.291,0.111,0.356,0.134,0.382,0
2023-12-05,3.4,4.4,28.5,holiday,0.0,0.0,0,0.666,0.374,,,0.341,0.208,0.439,0
2023-12-06,9.6,4.7,26.2,holiday,0.0,0.0,0,0.494,,0.301,0.111,0.337,0.198,0.482,0
2023-12-07,4.9,6.7,26.7,holiday,0.0,0.0,0,0.551,0.207,0.32,,0.394,,0.317,1
2023-12-08,9.5,5.4,26.8,holiday,0.0,0.0,0,,0.208,0.255,0.062,0.41,0.269,0.348,1
2023-12-09,2.8,6.4,27.7,holiday,0.0,0.0,0,0.578,0.528,0.589,0.133,0.579,0.393,0.391,0
2023-12-10,3.2,6.1,27.8,holiday,0.0,0.0,0,0.718,0.463,0.636,0.133,0.654,0.382,0.557,0
2023-12-11,6.2,5.1,26.3,holiday,0.0,0.0,0,0.479,0.48,0.346,0.064,0.301,0.187,0.405,0
2023-12-12,6.1,5.5,26.1,holiday,0.0,1.0,0,0.706,0.471,0.52,0.078,0.568,0.128,0.256,0
2023-12-13,9.7,6.8,25.3,holiday,0.0,0.0,0,0.617,0.497,0.314,0.085,0.385,0.188,0.276,1
2023-12-14,12.2,3.1,24.9,holiday,0.0,0.0,0,0.543,0.208,0.272,0.155,0.305,0.226,0.322,0
2023-12-15,10.4,5.2,25.2,holiday,,0.0,0,0.664,0.269,0.271,0.053,,0.193,0.325,0
2023-12-16,12.1,3.0,25.3,holiday,0.0,1.0,0,0.663,0.837,0.893,0.023,0.798,0.267,0.466,0
2023-12-17,12.9,4.7,25.1,holiday,0.0,0.0,0,0.681,0.43,0.546,0.117,0.566,0.304,0.528,0
2023-12-18,8.9,5.0,26.2,holiday,0.0,0.0,0,0.545,0.341,0.312,,0.353,0.183,0.519,0
2023-12-19,9.1,4.7,25.4,holiday,0.0,0.0,0,0.6,0.39,0.275,0.161,0.305,0.11,0.3,0
2023-12-20,6.4,4.7,26.1,holiday,0.0,0.0,0,0.437,0.413,0.301,0.04,0.326,0.185,0.347,0
2023-12-21,8.9,3.4,25.0,holiday,0.0,0.0,0,0.576,0.401,0.324,0.078,0.296,0.11,0.361,0
2023-12-22,12.2,5.5,24.1,holiday,0.0,0.0,0,0.566,0.319,0.307,0.034,0.341,0.215,0.294,1
2023-12-23,14.4,6.4,25.0,holiday,0.0,0.0,0,0.62,0.468,0.58,0.095,0.527,0.278,0.454,1
2023-12-24,17.1,4.4,22.7,holiday,0.0,0.0,0,0.751,0.304,0.536,0.009,0.594,0.292,0.335,1
2023-12-25,9.9,6.2,25.4,holiday,0.0,0.0,0,0.423,0.241,0.336,0.074,0.428,0.229,0.29,1
2023-12-26,9.4,3.9,24.5,holiday,,0.0,0,0.49,0.33,0.368,0.086,0.403,0.077,0.279,0
2023-12-27,16.9,6.9,23.3,holiday,0.0,0.0,0,0.554,0.23,0.343,,0.347,0.132,0.247,1
2023-12-28,15.3,6.8,23.8,holiday,0.0,0.0,0,0.515,0.349,0.364,0.03,0.242,0.118,0.334,1
2023-12-29,11.4,6.5,24.2,holiday,0.0,0.0,0,0.487,0.439,0.388,0.075,0.311,0.194,0.299,0
2023-12-30,13.1,2.0,23.9,holiday,0.4,0.0,0,0.679,0.535,0.579,0.079,0.57,0.343,0.472,1
2023-12-31,12.8,7.8,23.8,holiday,0.0,0.0,0,0.625,0.572,0.679,0.064,0.586,0.327,0.353,1
2024-01-01,11.6,5.5,22.9,holiday,0.0,0.0,0,0.601,0.207,0.299,0.056,0.342,0.224,0.191,0
2024-01-02,10.3,4.4,24.3,holiday,4.7,,0,0.539,0.238,0.17,0.102,0.252,0.207,,1
2024-01-03,13.0,3.9,22.0,holiday,0.0,0.0,0,0.501,0.169,0.343,0.1,,0.161,0.299,0
2024-01-04,11.8,2.4,22.7,holiday,0.2,0.0,0,0.557,0.234,0.372,0.112,0.338,0.137,0.309,0
2024-01-05,15.5,7.3,22.9,holiday,3.2,0.0,0,0.579,0.253,0.336,0.188,0.267,0.237,0.303,1
2024-01-06,15.2,4.8,23.1,holiday,0.0,0.0,0,0.665,0.549,0.593,0.178,,0.319,0.327,1
2024-01-07,13.6,4.4,22.5,holiday,0.0,0.0,0,0.742,,0.614,0.044,0.688,0.383,0.288,1
2024-01-08,17.6,6.0,21.3,holiday,0.0,0.0,0,0.472,0.352,0.282,0.021,0.343,0.098,0.212,1
2024-01-09,19.0,4.3,20.8,,0.0,0.0,0,0.595,0.208,0.292,0.039,0.338,0.26,0.071,1
2024-01-10,21.8,4.5,20.4,holiday,0.0,0.0,0,0.687,0.212,0.302,0.0,0.406,0.161,0.175,1
2024-01-11,22.1,7.2,20.8,holiday,0.0,0.0,0,,0.367,0.333,0.182,0.25,0.186,0.114,1
2024-01-12,19.9,5.4,21.0,holiday,0.0,0.0,0,0.485,0.336,0.344,0.062,0.401,0.152,0.306,1
2024-01-13,20.2,5.6,20.0,holiday,1.0,0.0,1,0.575,0.373,0.543,0.113,0.589,0.38,0.155,1
2024-01-14,20.2,5.3,19.8,holiday,0.0,0.0,0,0.552,0.551,0.597,0.08,0.439,0.29,0.208,1
2024-01-15,23.2,5.3,19.3,holiday,,0.0,0,0.545,0.184,0.246,0.044,0.357,0.251,0.2,1
2024-01-16,19.8,6.5,20.4,holiday,0.0,0.0,0,0.466,0.312,0.324,0.033,0.276,,0.072,1
2024-01-17,21.5,5.8,18.5,holiday,0.0,0.0,0,0.625,0.418,0.299,0.108,0.376,0.086,0.154,1
2024-01-18,19.4,3.9,18.9,holiday,0.0,0.0,0,0.549,0.257,,0.108,0.258,0.198,0.242,1
2024-01-19,22.3,5.5,19.4,holiday,0.0,0.0,0,0.542,0.079,0.209,0.0,0.242,0.17,0.102,1
2024-01-20,24.0,3.4,19.4,holiday,0.0,0.0,0,0.67,0.429,0.561,0.042,0.608,,0.255,0
2024-01-21,20.5,6.4,19.0,holiday,0.0,0.0,0,0.646,0.45,0.587,0.113,0.545,0.332,0.222,1
2024-01-22,23.0,6.0,19.1,holiday,0.0,0.0,0,0.687,0.211,0.241,0.12,,0.285,0.163,1
2024-01-23,23.4,5.9,18.0,holiday,0.0,0.0,0,0.441,,0.239,,0.318,0.132,0.043,1
2024-01-24,27.7,4.5,17.6,holiday,0.0,0.0,0,0.558,0.348,0.264,0.098,0.353,0.254,0.195,1
2024-01-25,23.8,4.9,18.2,holiday,0.0,0.0,0,0.503,0.297,0.314,0.158,0.351,0.157,0.193,1
2024-01-26,23.3,7.7,17.9,holiday,0.0,0.0,0,0.634,0.177,0.375,0.093,0.225,0.146,0.065,1
2024-01-27,21.7,5.3,18.1,holiday,0.0,0.0,0,0.715,,0.558,0.097,0.614,0.397,0.217,1
2024-01-28,28.8,5.2,16.4,holiday,0.0,0.0,0,0.603,0.607,0.573,0.066,0.606,0.387,0.241,1
2024-01-29,31.3,4.3,15.0,holiday,0.0,0.0,0,0.556,0.248,,0.127,0.28,0.168,,1
2024-01-30,22.5,5.5,18.0,holiday,,0.0,0,0.619,0.348,0.245,0.031,0.229,0.188,0.152,1
2024-01-31,28.6,5.4,16.2,holiday,0.0,0.0,0,0.693,0.244,0.309,0.002,0.241,0.231,0.058,1
2024-02-01,30.2,4.6,16.0,weekday,0.0,0.0,0,0.538,0.069,0.042,0.734,,0.0,0.0,1
2024-02-02,27.6,3.9,17.5,weekday,0.6,0.0,1,0.367,0.073,0.0,0.555,0.09,0.0,0.0,1
2024-02-03,28.7,6.0,17.0,holiday,0.0,0.0,0,0.745,0.474,0.594,0.132,0.602,0.373,0.099,1
2024-02-04,29.1,3.4,15.6,holiday,0.0,0.0,0,0.628,,0.581,0.028,0.518,0.422,0.264,1
2024-02-05,25.3,6.2,17.1,weekday,0.0,0.0,0,0.398,,0.036,0.671,0.073,0.0,0.0,1
2024-02-06,26.2,5.6,15.8,weekday,0.0,0.0,0,,0.036,,0.721,0.114,0.027,0.023,1
2024-02-07,31.9,4.4,14.9,weekday,0.0,0.0,0,0.377,0.02,0.1,0.583,0.08,0.078,0.0,1
2024-02-08,27.8,4.4,15.1,weekday,,0.0,0,0.51,0.205,0.091,0.609,0.031,0.058,0.0,1
2024-02-09,32.0,7.4,13.8,,0.9,0.0,0,,0.0,0.0,0.609,0.0,0.0,0.0,1
2024-02-10,31.4,4.4,14.4,holiday,0.0,0.0,0,0.625,0.579,0.603,0.117,0.521,0.424,0.222,1
2024-02-11,30.3,3.0,14.2,holiday,0.1,0.0,0,0.724,0.441,0.571,0.088,0.517,0.459,0.167,1
2024-02-12,31.6,5.4,14.0,weekday,0.0,0.0,0,0.39,0.274,0.0,0.665,0.0,0.113,0.0,1
2024-02-13,32.6,5.1,13.0,weekday,0.0,0.0,0,0.414,0.0,0.0,0.763,0.032,0.021,0.0,1
2024-02-14,33.6,8.0,13.5,weekday,0.0,0.0,0,0.427,0.021,0.0,0.68,0.024,0.027,0.0,1
2024-02-15,30.4,5.5,14.0,weekday,0.0,0.0,0,0.488,0.0,0.0,,0.021,0.059,0.0,1
2024-02-16,33.2,5.6,13.8,weekday,0.0,0.0,0,0.398,0.0,0.0,0.807,0.085,0.066,0.0,1
2024-02-17,35.0,5.3,12.8,holiday,0.0,0.0,0,0.808,0.571,0.535,0.172,0.479,0.34,0.125,1
2024-02-18,30.3,6.0,13.2,holiday,0.4,0.0,0,0.647,0.482,0.653,0.117,0.588,0.395,0.146,1
2024-02-19,31.6,4.0,12.0,weekday,0.0,1.0,0,0.602,0.352,0.238,0.622,0.281,,0.0,1
2024-02-20,35.0,4.6,11.8,weekday,0.0,1.0,0,0.396,0.337,0.266,0.739,0.339,0.116,0.0,1
2024-02-21,35.0,7.9,11.6,weekday,0.0,0.0,0,0.413,0.0,0.0,0.625,0.031,0.056,0.0,1
2024-02-22,31.4,3.9,13.0,weekday,0.0,0.0,0,0.469,0.022,0.0,0.618,0.121,0.027,0.0,1
2024-02-23,34.0,5.0,11.8,weekday,0.0,0.0,0,0.378,0.074,0.006,0.716,0.066,0.072,0.0,1
2024-02-24,33.3,5.9,12.1,holiday,0.0,0.0,0,,0.527,0.61,0.054,0.572,0.471,0.031,1
2024-02-25,35.0,6.2,10.0,holiday,0.0,0.0,0,0.769,0.407,0.597,0.176,0.605,0.489,0.133,1
2024-02-26,35.0,5.6,12.4,weekday,0.2,0.0,0,0.364,0.0,0.0,0.695,0.025,0.045,0.0,1
2024-02-27,33.1,4.9,11.1,weekday,0.0,0.0,0,0.313,0.0,0.0,0.671,0.0,,0.0,1
2024-02-28,35.0,5.5,10.4,weekday,0.0,0.0,0,0.517,0.059,0.0,0.686,0.022,0.103,0.0,1
2024-02-29,35.0,5.8,10.2,weekday,0.0,1.0,0,0.495,0.263,0.206,0.769,0.293,0.074,,1
2024-03-01,35.0,3.8,10.5,weekday,0.0,0.0,0,0.447,0.087,0.073,0.636,0.046,0.02,0.0,1
2024-03-02,35.0,4.3,9.5,holiday,0.0,0.0,0,0.744,0.392,,0.147,0.567,0.337,0.168,1
2024-03-03,35.0,6.0,10.1,holiday,0.0,0.0,0,0.591,0.278,0.616,0.0,0.453,0.431,0.076,1
2024-03-04,34.4,3.0,9.6,weekday,0.0,0.0,0,0.364,0.0,0.038,0.765,0.0,0.0,0.0,1
2024-03-05,35.0,5.5,9.8,weekday,0.0,1.0,0,0.285,0.31,0.229,0.666,0.226,0.098,0.0,1
2024-03-06,35.0,6.1,9.6,weekday,0.0,0.0,0,0.341,0.0,0.0,0.581,0.046,0.077,0.0,1
2024-03-07,33.7,6.0,8.6,weekday,0.0,0.0,0,0.37,0.01,,,0.0,0.111,0.0,1
2024-03-08,33.7,4.0,7.4,weekday,0.0,0.0,0,0.324,0.041,0.024,0.687,0.0,0.028,0.0,1
2024-03-09,34.1,2.8,7.8,holiday,0.0,0.0,0,0.677,0.387,0.536,0.028,0.63,0.317,0.281,1
2024-03-10,33.9,5.1,7.1,holiday,0.0,0.0,0,0.768,0.569,0.713,,0.569,0.39,0.09,1
2024-03-11,34.8,5.5,8.6,weekday,0.0,0.0,0,,0.0,0.0,0.611,0.029,0.144,0.0,1
2024-03-12,34.2,2.5,7.5,weekday,0.0,0.0,0,0.374,0.0,0.041,0.583,0.08,0.094,0.043,1
2024-03-13,35.0,5.4,6.4,weekday,0.0,0.0,0,0.481,0.0,0.021,0.659,0.0,0.071,0.0,1
2024-03-14,35.0,3.6,7.5,weekday,0.0,0.0,0,0.534,0.0,0.033,0.732,0.0,0.098,0.0,1
2024-03-15,32.9,2.9,6.6,weekday,0.0,0.0,0,0.395,0.0,0.0,0.631,0.0,0.155,0.0,1
2024-03-16,32.2,6.6,7.0,holiday,0.0,0.0,0,0.692,0.398,0.626,0.161,0.537,0.519,,1
2024-03-17,35.0,6.0,6.4,holiday,0.0,0.0,0,0.658,0.32,0.502,0.166,0.44,0.399,0.099,1
2024-03-18,35.0,2.5,7.3,weekday,0.0,0.0,0,0.234,0.052,0.019,0.717,0.0,0.056,0.0,1
2024-03-19,34.0,6.3,6.6,weekday,0.0,0.0,0,0.395,0.0,0.021,0.677,0.0,0.102,0.0,1
2024-03-20,32.0,3.9,7.8,weekday,0.0,0.0,0,0.388,,0.0,0.559,0.006,0.14,0.0,1
2024-03-21,35.0,4.7,6.0,weekday,0.0,0.0,0,0.411,0.013,0.0,0.685,0.025,0.074,0.0,1
2024-03-22,35.0,6.4,6.9,weekday,0.0,0.0,0,0.35,0.0,0.091,0.614,0.029,0.034,0.005,1
2024-03-23,34.5,3.2,6.5,holiday,0.0,0.0,0,0.625,0.293,0.606,0.12,0.523,,0.089,1
2024-03-24,31.6,6.2,6.7,holiday,0.0,0.0,0,0.708,0.429,0.576,0.144,0.53,0.47,,1
2024-03-25,34.1,6.9,4.0,weekday,0.4,0.0,0,0.5,0.0,0.0,,0.0,0.175,0.0,1
2024-03-26,34.2,4.3,4.7,weekday,0.0,0.0,0,0.597,0.067,0.013,0.633,0.001,0.146,0.0,1
2024-03-27,35.0,7.1,4.7,weekday,,0.0,0,0.456,0.0,0.0,0.537,0.064,0.073,0.0,1
2024-03-28,33.8,5.8,6.6,weekday,0.0,0.0,0,0.571,0.0,0.042,0.662,0.036,0.048,0.0,1
2024-03-29,35.0,5.2,5.0,weekday,2.4,0.0,0,0.439,0.0,0.006,0.729,0.0,0.186,0.0,1
2024-03-30,34.2,6.3,6.3,holiday,0.0,0.0,0,0.615,0.387,,0.07,0.487,0.449,0.118,1
2024-03-31,35.0,6.6,5.1,holiday,0.0,0.0,0,0.681,0.488,0.612,0.147,0.52,0.536,0.138,1
2024-04-01,0.0,3.9,6.7,weekday,5.2,0.0,0,0.396,0.0,0.02,0.666,0.046,0.147,0.0,0
2024-04-02,0.7,4.8,5.3,weekday,5.6,0.0,0,0.509,0.0,0.053,0.693,0.071,0.224,0.0,0
2024-04-03,0.0,5.8,4.7,weekday,3.1,0.0,0,0.515,0.0,0.0,0.672,0.096,0.148,0.0,1
2024-04-04,0.0,3.7,5.4,weekday,3.7,0.0,0,0.373,0.0,0.023,0.616,0.038,0.131,0.0,0
2024-04-05,3.1,2.5,4.2,weekday,3.2,0.0,0,0.424,0.0,0.004,,,0.151,0.0,1
2024-04-06,0.0,3.6,5.4,holiday,4.1,0.0,0,0.564,0.311,0.609,0.039,0.419,0.587,0.072,1
2024-04-07,2.4,4.1,4.6,holiday,0.9,0.0,0,0.546,0.338,0.615,0.164,0.578,0.536,0.198,0
2024-04-08,0.0,5.3,2.6,weekday,0.1,0.0,0,0.393,0.021,0.068,0.562,0.0,0.076,,0
2024-04-09,0.1,4.5,3.4,weekday,6.8,0.0,0,0.421,0.0,0.0,0.689,0.0,0.214,0.018,0
2024-04-10,0.0,4.9,4.3,weekday,4.8,0.0,0,0.544,0.0,0.056,0.732,0.007,0.168,0.0,1
2024-04-11,2.7,7.1,4.6,weekday,8.8,0.0,0,0.52,0.005,0.0,0.571,0.063,0.15,0.0,1
2024-04-12,1.2,5.7,2.8,weekday,3.7,0.0,0,0.428,0.0,0.0,0.81,0.011,0.141,0.0,1
2024-04-13,0.0,6.7,5.1,holiday,1.6,0.0,0,0.794,0.364,0.495,0.058,0.555,0.321,0.151,1
2024-04-14,0.0,5.6,2.3,holiday,4.9,0.0,0,0.834,0.285,0.589,0.111,0.521,0.415,0.096,0
2024-04-15,0.9,6.8,3.8,weekday,1.7,0.0,0,0.399,0.0,0.095,0.744,0.046,0.228,0.0,1
2024-04-16,0.3,6.5,3.1,weekday,5.6,0.0,0,0.483,0.0,0.0,0.618,0.066,0.129,0.0,1
2024-04-17,0.0,3.7,3.3,weekday,9.3,0.0,0,0.467,0.009,0.0,0.616,0.0,0.156,0.0,0
2024-04-18,0.0,4.8,2.5,weekday,6.2,0.0,0,0.367,0.0,0.012,0.633,0.0,0.215,0.0,1
2024-04-19,0.0,6.0,4.6,weekday,0.1,0.0,0,0.339,0.0,0.025,0.542,0.0,0.122,0.0,0
2024-04-20,0.0,6.0,3.0,holiday,0.3,1.0,0,0.725,0.644,0.869,0.096,0.71,0.581,0.141,0
2024-04-21,1.0,5.6,2.6,holiday,2.2,0.0,0,0.761,0.434,,0.137,0.508,0.465,0.067,0
